"SYMBOL","probeID","chr","pos","region","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"C6ORF154","C6ORF154",NA,NA,NA,-0.300189552782308,7.09849100394573,-6.2855964375084,1.77712041567991e-08,4.89867105887419e-06,9.22972358055855
"TNIP1","TNIP1","chr5",150460163,"5'UTR",0.341089393442013,8.09755472200991,6.27429850514167,1.86472562240044e-08,5.09584501983568e-06,9.18379299107821
"VSTM2L","VSTM2L","chr20",36532668,"Body",-0.596925511650509,8.38269903454154,-6.26757885019738,1.91884300439658e-08,5.19891651618561e-06,9.15648675426655
"MSC","MSC","chr8",72756882,"TSS200",-0.131088071836121,6.55750846363848,-6.25741634470727,2.00365322601122e-08,5.38269553089455e-06,9.1152068882179
"CMTM4","CMTM4",NA,NA,NA,0.292506423577855,9.03751551939002,6.25342800215024,2.03794170810706e-08,5.38437489237193e-06,9.09901190278715
"B4GALT4","B4GALT4",NA,NA,NA,0.368058453715203,8.06998849248968,6.2533925400966,2.03824917061398e-08,5.38437489237193e-06,9.0988679203949
"CAMK1G","CAMK1G","chr1",209786644,"3'UTR",-0.704720528988251,7.88774060209759,-6.22995381649896,2.25183973683409e-08,5.89944790559012e-06,9.00375720603375
"PCSK1","PCSK1","chr5",95769005,"TSS200",-1.20850213054497,8.03284971499221,-6.21076969233936,2.44301817866997e-08,6.24310666555364e-06,8.92599309043061
"BGN","BGN","chrX",152760167,"TSS200",0.761621782913455,11.017742161939,6.20868678658111,2.46471759200288e-08,6.24310666555364e-06,8.91755438120011
"PCYOX1L","PCYOX1L","chr5",148737564,"TSS200",-0.485243609247156,7.3863384871065,-6.20817694328562,2.47005804008381e-08,6.24310666555364e-06,8.91548893046835
"NINJ1","NINJ1","chr9",95896749,"TSS200",0.554336646410301,8.78689682234579,6.20755051539989,2.47663534587508e-08,6.24310666555364e-06,8.91295125074413
"KIAA0090","KIAA0090","chr1",19574023,"Body",-0.321891803784101,8.78342566620821,-6.20612644992599,2.49165212362192e-08,6.24310666555364e-06,8.90718261262092
"LRRC32","LRRC32","chr11",76382794,"TSS1500",0.771069689522323,8.76392296331785,6.20522715593642,2.50118153478017e-08,6.24310666555364e-06,8.90353994416503
"INPP5D","INPP5D",NA,NA,NA,0.559417973577026,7.68323067819944,6.20315665089153,2.52325898032936e-08,6.24900856847192e-06,8.89515381070652
"RIMS1","RIMS1","chr6",72596135,"TSS1500",-0.245619082844975,6.78241691444968,-6.19229435499549,2.64227790086642e-08,6.49303949282678e-06,8.85117279465296
"WBP11","WBP11","chr12",14952637,"Body",-0.274507054109222,8.83208655810719,-6.18820887812661,2.6884651945608e-08,6.55571897442903e-06,8.83463712340713
"ITGA10","ITGA10","chr1",145525223,"Body",0.511307136627435,7.46006897597984,6.18079400271345,2.77434054893162e-08,6.65033475692344e-06,8.80463474201351
"HOPX","HOPX",NA,NA,NA,-0.795094791401734,9.59050834103987,-6.17921368899958,2.79299063194897e-08,6.65033475692344e-06,8.79824187894741
"RNFT2","RNFT2",NA,NA,NA,-0.338985577173522,8.76483238578541,-6.17698660961339,2.81948414734441e-08,6.65033475692344e-06,8.78923352463629
"PRKAR1B","PRKAR1B",NA,NA,NA,-0.395962700797157,6.87443014797929,-6.17621210267812,2.82875585551533e-08,6.65033475692344e-06,8.78610094827372
"ITPRIP","ITPRIP","chr10",106075736,"Body",0.667423840095555,8.05508096924401,6.17592824511481,2.83216148954153e-08,6.65033475692344e-06,8.78495288707584
"DUSP28","DUSP28","chr2",241500448,"1stExon",-0.285332497122118,8.37777604573263,-6.1730047591594,2.86747330376692e-08,6.68374292128026e-06,8.7731298287969
"LPA","LPA","chr6",161088246,"TSS1500",-0.0496257401685378,6.56551679520846,-6.16650035335088,2.94760708432502e-08,6.8203755162849e-06,8.74683131869571
"FAM174A","FAM174A","chr5",99871026,"TSS200",-0.471931577107722,7.88706847529701,-6.15949984980823,3.03632749528295e-08,6.9747522898891e-06,8.71853685754271
"EZR","EZR","chr6",159241461,"TSS1500",0.689918673709158,12.0632467000579,6.14782717905883,3.19016756450784e-08,7.2636787879569e-06,8.67138139892307
"ARHGEF10","ARHGEF10","chr8",1857241,"Body",0.529892071587991,9.80794339014553,6.14103358048243,3.28322515245637e-08,7.2636787879569e-06,8.64394971868485
"LOC285550","LOC285550","chr4",15683124,"TSS1500",-0.549133662331117,8.85831687258848,-6.14100995128633,3.28355345879767e-08,7.2636787879569e-06,8.64385432405251
"RQCD1","RQCD1","chr2",219437332,"Body",-0.382871636457974,7.46357357035994,-6.13989682002088,3.29905624016338e-08,7.2636787879569e-06,8.63936057906566
"TRABD","TRABD","chr22",50624259,"TSS200",0.722381370534244,10.0240305743557,6.13946202844928,3.30513129172325e-08,7.2636787879569e-06,8.63760538347791
"LOC284988","LOC284988",NA,NA,NA,0.647415335337959,9.24852607029281,6.13911258297168,3.31002187359784e-08,7.2636787879569e-06,8.63619474772997
"VIL2","VIL2",NA,NA,NA,0.782404789661589,11.3258412182929,6.1382230863627,3.32250291562697e-08,7.2636787879569e-06,8.6326041592904
"C17ORF58","C17ORF58",NA,NA,NA,-0.350566501188714,8.20681268003935,-6.13307257135657,3.39569267672307e-08,7.35209471198027e-06,8.61181662333118
"PIGZ","PIGZ","chr3",196694153,"5'UTR",-0.366198720367922,7.34654543759839,-6.13212495630323,3.40933098631262e-08,7.35209471198027e-06,8.60799265255763
"COPS8","COPS8",NA,NA,NA,-0.363813513799533,8.94591043808772,-6.1275560890257,3.47585084984099e-08,7.44489675269996e-06,8.58955829847385
"PLCB1","PLCB1",NA,NA,NA,-0.545581067319732,9.62074467855739,-6.10640236297386,3.80094094175442e-08,8.08656562775941e-06,8.50426600591479
"KLHDC5","KLHDC5","chr12",27932989,"TSS200",-0.413112291286641,10.2815995445156,-6.10126894290195,3.88425692446645e-08,8.20872963370577e-06,8.4835824723769
"C14ORF139","C14ORF139",NA,NA,NA,0.136834704937752,6.74885812172356,6.09834240333898,3.93256004017553e-08,8.25577173997114e-06,8.47179343746203
"ANTXR2","ANTXR2","chr4",80886264,"Body",0.417377191866224,7.63332270739139,6.09218682943673,4.03610465474719e-08,8.41740247075565e-06,8.44700289180588
"SERF1A","SERF1A",NA,NA,NA,-0.114408751185569,6.76395105802813,-6.08769215910682,4.11340804273433e-08,8.50711850510576e-06,8.42890656838922
"RNF114","RNF114","chr20",48552844,"TSS200",0.339810513840236,9.82774993782003,6.08657798764396,4.13279574065075e-08,8.50711850510576e-06,8.42442140230177
"LASS1","LASS1",NA,NA,NA,0.63838255534673,8.67226947036752,6.08085279415533,4.23385284118412e-08,8.61836601773682e-06,8.4013785629132
"TNS1","TNS1","chr2",218678534,"Body",0.364073312596869,7.12519472641232,6.08044100726699,4.24121482260866e-08,8.61836601773682e-06,8.39972147390588
"KANK2","KANK2","chr19",11307663,"5'UTR",0.385920142744233,7.23333283766596,6.07697507413844,4.30368258419571e-08,8.68960114133783e-06,8.38577554005772
"STAT4","STAT4","chr2",192015389,"5'UTR",-1.10647308513458,8.07850224693699,-6.07307368254698,4.3750867731364e-08,8.77786396888759e-06,8.37008060161235
"VIP","VIP",NA,NA,NA,-0.707209161843862,8.24489549043317,-6.06617105063269,4.50429908309503e-08,8.95936850758597e-06,8.34232016343719
"SCG3","SCG3",NA,NA,NA,-0.618795913549327,9.99874428989105,-6.06523659213036,4.52207874199923e-08,8.95936850758597e-06,8.33856284329766
"HS.362343","HS.362343",NA,NA,NA,-0.277556765034531,6.85152771202408,-6.05853239816559,4.65168657944503e-08,9.15891084275823e-06,8.31161193371907
"LAMC1","LAMC1","chr1",182993357,"Body",0.434628766077932,9.2710847087017,6.05545482104781,4.71240578522531e-08,9.22118909824954e-06,8.29924338936902
"CHP","CHP","chr15",41555798,"Body",-0.469786671295436,9.09489091765008,-6.04205379905294,4.98605843027583e-08,9.69681302084318e-06,8.24541031521034
"ITPKB","ITPKB","chr1",226925181,"5'UTR",0.897411087756776,9.70520985224714,6.0386530198924,5.0579643985431e-08,9.73573516219267e-06,8.23175547666758
"C10ORF104","C10ORF104",NA,NA,NA,0.412149093299632,8.24932052071771,6.03820580303772,5.06749622006874e-08,9.73573516219267e-06,8.22996000060817
"GPRASP2","GPRASP2",NA,NA,NA,-0.885820439245039,8.95336993449641,-6.03409622136793,5.15592115933807e-08,9.80043407634203e-06,8.21346304897066
"PEX11B","PEX11B","chr1",145520163,"Body",-0.64130390335376,9.56264443938736,-6.03377002876141,5.16300470267861e-08,9.80043407634203e-06,8.2121537879347
"PTPRN","PTPRN","chr2",220174251,"TSS200",-0.884508832809244,7.89185330154669,-6.03062087705732,5.2318873923814e-08,9.81869830372736e-06,8.19951505970531
"CITED1","CITED1","chrX",71528352,"TSS1500",-0.16934190561667,6.67775356312797,-6.03049887516796,5.23457417454235e-08,9.81869830372736e-06,8.1990254652745
"CCDC102A","CCDC102A","chr16",57570276,"5'UTR",0.44978120107566,7.17251481008297,6.02887838806059,5.27039081771054e-08,9.82772876008377e-06,8.19252275763765
"UBE2V2","UBE2V2","chr8",48920818,"TSS200",-0.405261475516161,8.57452402212595,-6.02098023566403,5.44845326033028e-08,1.00905908306877e-05,8.16083746143539
"FAM54A","FAM54A",NA,NA,NA,-0.0825389669083165,6.67161326340758,-6.01875279558015,5.49973577113373e-08,1.00905908306877e-05,8.15190411489744
"CCDC125","CCDC125","chr5",68578514,"3'UTR",0.673235169993804,11.6203015237939,6.01844530851592,5.50685240917655e-08,1.00905908306877e-05,8.15067099909349
